split	fold	model	query_id	n_candidates	n_positives	best_positive_rank	H1	H10	H50	MRR	Recall_at_1pct
Random-edge	0	T_P	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6452	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	T_L	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6452	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	Dstar	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6452	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	0	B	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6452	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	F	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	6452	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	0	T_P	C1=CC(=C(C=C1CCN)O)O	6457	1	1753	0.0	0.0	0.0	0.0005704506560182	0.0
Random-edge	0	T_L	C1=CC(=C(C=C1CCN)O)O	6457	1	2046	0.0	0.0	0.0	0.0004887585532746	0.0
Random-edge	0	Dstar	C1=CC(=C(C=C1CCN)O)O	6457	1	1213	0.0	0.0	0.0	0.0008244023083264	0.0
Random-edge	0	B	C1=CC(=C(C=C1CCN)O)O	6457	1	1066	0.0	0.0	0.0	0.0009380863039399	0.0
Random-edge	0	F	C1=CC(=C(C=C1CCN)O)O	6457	1	1066	0.0	0.0	0.0	0.0009380863039399	0.0
Random-edge	0	T_P	C1=CC(=CC(=C1)Cl)O	6457	1	5479	0.0	0.0	0.0	0.0001825150574922	0.0
Random-edge	0	T_L	C1=CC(=CC(=C1)Cl)O	6457	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	Dstar	C1=CC(=CC(=C1)Cl)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1=CC(=CC(=C1)Cl)O	6457	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	F	C1=CC(=CC(=C1)Cl)O	6457	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	0	T_P	C1=CC(=CC(=C1)[O-])C(=O)O	6457	1	1317	0.0	0.0	0.0	0.0007593014426727	0.0
Random-edge	0	T_L	C1=CC(=CC(=C1)[O-])C(=O)O	6457	1	33	0.0	0.0	1.0	0.0303030303030303	1.0
Random-edge	0	Dstar	C1=CC(=CC(=C1)[O-])C(=O)O	6457	1	26	0.0	0.0	1.0	0.0384615384615384	1.0
Random-edge	0	B	C1=CC(=CC(=C1)[O-])C(=O)O	6457	1	272	0.0	0.0	0.0	0.0036764705882352	0.0
Random-edge	0	F	C1=CC(=CC(=C1)[O-])C(=O)O	6457	1	247	0.0	0.0	0.0	0.0040485829959514	0.0
Random-edge	0	T_P	C1=CC(=CC=C1C(=O)O)O	6454	1	2391	0.0	0.0	0.0	0.000418235048097	0.0
Random-edge	0	T_L	C1=CC(=CC=C1C(=O)O)O	6454	1	2633	0.0	0.0	0.0	0.0003797949107481	0.0
Random-edge	0	Dstar	C1=CC(=CC=C1C(=O)O)O	6454	1	3711	0.0	0.0	0.0	0.0002694691457828	0.0
Random-edge	0	B	C1=CC(=CC=C1C(=O)O)O	6454	1	2442	0.0	0.0	0.0	0.0004095004095004	0.0
Random-edge	0	F	C1=CC(=CC=C1C(=O)O)O	6454	1	2442	0.0	0.0	0.0	0.0004095004095004	0.0
Random-edge	0	T_P	C1=CC(=CC=C1C(=O)O)[O-]	6457	1	5972	0.0	0.0	0.0	0.0001674480910917	0.0
Random-edge	0	T_L	C1=CC(=CC=C1C(=O)O)[O-]	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	Dstar	C1=CC(=CC=C1C(=O)O)[O-]	6457	1	1786	0.0	0.0	0.0	0.0005599104143337	0.0
Random-edge	0	B	C1=CC(=CC=C1C(=O)O)[O-]	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	F	C1=CC(=CC=C1C(=O)O)[O-]	6457	1	11	0.0	0.0	1.0	0.0909090909090909	1.0
Random-edge	0	T_P	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]	6457	1	5519	0.0	0.0	0.0	0.0001811922449719	0.0
Random-edge	0	T_L	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]	6457	1	5567	0.0	0.0	0.0	0.0001796299622777	0.0
Random-edge	0	Dstar	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]	6457	1	1825	0.0	0.0	0.0	0.0005479452054794	0.0
Random-edge	0	B	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]	6457	1	1656	0.0	0.0	0.0	0.0006038647342995	0.0
Random-edge	0	F	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]	6457	1	1656	0.0	0.0	0.0	0.0006038647342995	0.0
Random-edge	0	T_P	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6454	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	0	T_L	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6454	1	8	0.0	1.0	1.0	0.125	1.0
Random-edge	0	Dstar	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6454	1	6	0.0	1.0	1.0	0.1666666666666666	1.0
Random-edge	0	B	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6454	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	0	F	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	6454	1	5	0.0	1.0	1.0	0.2	1.0
Random-edge	0	T_P	C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N	6457	1	2056	0.0	0.0	0.0	0.0004863813229571	0.0
Random-edge	0	T_L	C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	Dstar	C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	F	C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	T_P	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	6455	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	T_L	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	6455	1	4235	0.0	0.0	0.0	0.0002361275088547	0.0
Random-edge	0	Dstar	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	6455	1	69	0.0	0.0	0.0	0.0144927536231884	0.0
Random-edge	0	B	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	6455	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	F	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	6455	1	13	0.0	0.0	1.0	0.0769230769230769	1.0
Random-edge	0	T_P	C1=CC(=CC=C1CC(=O)O)O	6457	1	1049	0.0	0.0	0.0	0.0009532888465204	0.0
Random-edge	0	T_L	C1=CC(=CC=C1CC(=O)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	Dstar	C1=CC(=CC=C1CC(=O)O)O	6457	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	B	C1=CC(=CC=C1CC(=O)O)O	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	F	C1=CC(=CC=C1CC(=O)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	T_P	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	T_L	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	6456	1	27	0.0	0.0	1.0	0.037037037037037	1.0
Random-edge	0	Dstar	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	6456	1	7	0.0	1.0	1.0	0.1428571428571428	1.0
Random-edge	0	B	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	6456	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	F	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	6456	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	0	T_P	C1=CC(=CN=C1)C(=O)O	6455	1	5261	0.0	0.0	0.0	0.0001900779319521	0.0
Random-edge	0	T_L	C1=CC(=CN=C1)C(=O)O	6455	1	118	0.0	0.0	0.0	0.0084745762711864	0.0
Random-edge	0	Dstar	C1=CC(=CN=C1)C(=O)O	6455	1	1767	0.0	0.0	0.0	0.0005659309564233	0.0
Random-edge	0	B	C1=CC(=CN=C1)C(=O)O	6455	1	136	0.0	0.0	0.0	0.0073529411764705	0.0
Random-edge	0	F	C1=CC(=CN=C1)C(=O)O	6455	1	136	0.0	0.0	0.0	0.0073529411764705	0.0
Random-edge	0	T_P	C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O	6457	1	2218	0.0	0.0	0.0	0.0004508566275924	0.0
Random-edge	0	T_L	C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O	6457	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	Dstar	C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O	6457	1	20	0.0	0.0	1.0	0.05	1.0
Random-edge	0	B	C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O	6457	1	12	0.0	0.0	1.0	0.0833333333333333	1.0
Random-edge	0	F	C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O	6457	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	T_P	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	1420	0.0	0.0	0.0	0.0007042253521126	0.0
Random-edge	0	T_L	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	73	0.0	0.0	0.0	0.0136986301369863	0.0
Random-edge	0	Dstar	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	267	0.0	0.0	0.0	0.0037453183520599	0.0
Random-edge	0	B	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	172	0.0	0.0	0.0	0.005813953488372	0.0
Random-edge	0	F	C1=CC=C(C(=C1)C(=O)O)[O-]	6452	1	176	0.0	0.0	0.0	0.0056818181818181	0.0
Random-edge	0	T_P	C1=CC=C(C(=C1)O)Cl	6457	1	5479	0.0	0.0	0.0	0.0001825150574922	0.0
Random-edge	0	T_L	C1=CC=C(C(=C1)O)Cl	6457	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	0	Dstar	C1=CC=C(C(=C1)O)Cl	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	B	C1=CC=C(C(=C1)O)Cl	6457	1	4	0.0	1.0	1.0	0.25	1.0
Random-edge	0	F	C1=CC=C(C(=C1)O)Cl	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	T_P	C1=CC=C(C=C1)C(=O)O	6457	1	5320	0.0	0.0	0.0	0.000187969924812	0.0
Random-edge	0	T_L	C1=CC=C(C=C1)C(=O)O	6457	1	16	0.0	0.0	1.0	0.0625	1.0
Random-edge	0	Dstar	C1=CC=C(C=C1)C(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1=CC=C(C=C1)C(=O)O	6457	1	26	0.0	0.0	1.0	0.0384615384615384	1.0
Random-edge	0	F	C1=CC=C(C=C1)C(=O)O	6457	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	T_P	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	T_L	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	Dstar	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	F	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	T_P	C1=CC=C2C(=C1)C(=CC=C2)CC3=CC(N5C(=C3C4CC4)SCC5C(O)=O)=O	6457	1	1809	0.0	0.0	0.0	0.0005527915975677	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)C(=CC=C2)CC3=CC(N5C(=C3C4CC4)SCC5C(O)=O)=O	6457	1	2097	0.0	0.0	0.0	0.0004768717215069	0.0
Random-edge	0	Dstar	C1=CC=C2C(=C1)C(=CC=C2)CC3=CC(N5C(=C3C4CC4)SCC5C(O)=O)=O	6457	1	119	0.0	0.0	0.0	0.0084033613445378	0.0
Random-edge	0	B	C1=CC=C2C(=C1)C(=CC=C2)CC3=CC(N5C(=C3C4CC4)SCC5C(O)=O)=O	6457	1	31	0.0	0.0	1.0	0.032258064516129	1.0
Random-edge	0	F	C1=CC=C2C(=C1)C(=CC=C2)CC3=CC(N5C(=C3C4CC4)SCC5C(O)=O)=O	6457	1	31	0.0	0.0	1.0	0.032258064516129	1.0
Random-edge	0	T_P	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	6456	1	3216	0.0	0.0	0.0	0.0003109452736318	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	6456	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	Dstar	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	6456	1	28	0.0	0.0	1.0	0.0357142857142857	1.0
Random-edge	0	B	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	6456	1	10	0.0	1.0	1.0	0.1	1.0
Random-edge	0	F	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	6456	1	9	0.0	1.0	1.0	0.1111111111111111	1.0
Random-edge	0	T_P	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	6457	1	5320	0.0	0.0	0.0	0.000187969924812	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	Dstar	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	F	C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	T_P	C1=CC=C2C(=C1)C=CC=C2O	6456	1	2229	0.0	0.0	0.0	0.0004486316733961	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)C=CC=C2O	6456	1	82	0.0	0.0	0.0	0.0121951219512195	0.0
Random-edge	0	Dstar	C1=CC=C2C(=C1)C=CC=C2O	6456	1	27	0.0	0.0	1.0	0.037037037037037	1.0
Random-edge	0	B	C1=CC=C2C(=C1)C=CC=C2O	6456	1	98	0.0	0.0	0.0	0.010204081632653	0.0
Random-edge	0	F	C1=CC=C2C(=C1)C=CC=C2O	6456	1	98	0.0	0.0	0.0	0.010204081632653	0.0
Random-edge	0	T_P	C1=CC=C2C(=C1)C=CN2	6457	2	1283	0.0	0.0	0.0	0.0007794232268121	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)C=CN2	6457	2	4	0.0	1.0	1.0	0.25	0.5
Random-edge	0	Dstar	C1=CC=C2C(=C1)C=CN2	6457	2	26	0.0	0.0	1.0	0.0384615384615384	0.5
Random-edge	0	B	C1=CC=C2C(=C1)C=CN2	6457	2	4	0.0	1.0	1.0	0.25	1.0
Random-edge	0	F	C1=CC=C2C(=C1)C=CN2	6457	2	8	0.0	1.0	1.0	0.125	1.0
Random-edge	0	T_P	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	6456	1	1564	0.0	0.0	0.0	0.0006393861892583	0.0
Random-edge	0	T_L	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	6456	1	1763	0.0	0.0	0.0	0.0005672149744753	0.0
Random-edge	0	Dstar	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	6456	1	467	0.0	0.0	0.0	0.0021413276231263	0.0
Random-edge	0	B	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	6456	1	1672	0.0	0.0	0.0	0.0005980861244019	0.0
Random-edge	0	F	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	6456	1	1671	0.0	0.0	0.0	0.0005984440454817	0.0
Random-edge	0	T_P	C1=CC=NC(=C1)C2=CC=CC=N2	6457	1	4776	0.0	0.0	0.0	0.0002093802345058	0.0
Random-edge	0	T_L	C1=CC=NC(=C1)C2=CC=CC=N2	6457	1	4874	0.0	0.0	0.0	0.0002051702913418	0.0
Random-edge	0	Dstar	C1=CC=NC(=C1)C2=CC=CC=N2	6457	1	1709	0.0	0.0	0.0	0.0005851375073142	0.0
Random-edge	0	B	C1=CC=NC(=C1)C2=CC=CC=N2	6457	1	1637	0.0	0.0	0.0	0.0006108735491753	0.0
Random-edge	0	F	C1=CC=NC(=C1)C2=CC=CC=N2	6457	1	1637	0.0	0.0	0.0	0.0006108735491753	0.0
Random-edge	0	T_P	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	6457	1	5103	0.0	0.0	0.0	0.0001959631589261	0.0
Random-edge	0	T_L	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	6457	1	5177	0.0	0.0	0.0	0.0001931620629708	0.0
Random-edge	0	Dstar	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	6457	1	569	0.0	0.0	0.0	0.0017574692442882	0.0
Random-edge	0	B	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	6457	1	434	0.0	0.0	0.0	0.0023041474654377	0.0
Random-edge	0	F	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	6457	1	434	0.0	0.0	0.0	0.0023041474654377	0.0
Random-edge	0	T_P	C1=CNC(=O)NC1=O	6457	1	5951	0.0	0.0	0.0	0.0001680389850445	0.0
Random-edge	0	T_L	C1=CNC(=O)NC1=O	6457	1	5982	0.0	0.0	0.0	0.0001671681711802	0.0
Random-edge	0	Dstar	C1=CNC(=O)NC1=O	6457	1	547	0.0	0.0	0.0	0.0018281535648994	0.0
Random-edge	0	B	C1=CNC(=O)NC1=O	6457	1	419	0.0	0.0	0.0	0.0023866348448687	0.0
Random-edge	0	F	C1=CNC(=O)NC1=O	6457	1	420	0.0	0.0	0.0	0.0023809523809523	0.0
Random-edge	0	T_P	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	6457	1	164	0.0	0.0	0.0	0.0060975609756097	0.0
Random-edge	0	T_L	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	6457	1	557	0.0	0.0	0.0	0.0017953321364452	0.0
Random-edge	0	Dstar	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	6457	1	1684	0.0	0.0	0.0	0.0005938242280285	0.0
Random-edge	0	B	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	6457	1	1572	0.0	0.0	0.0	0.0006361323155216	0.0
Random-edge	0	F	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N	6457	1	1573	0.0	0.0	0.0	0.0006357279084551	0.0
Random-edge	0	T_P	C1=NC2=C(N1)C(=O)NC(=N2)N	6457	1	3463	0.0	0.0	0.0	0.0002887669650591	0.0
Random-edge	0	T_L	C1=NC2=C(N1)C(=O)NC(=N2)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	Dstar	C1=NC2=C(N1)C(=O)NC(=N2)N	6457	1	3	0.0	1.0	1.0	0.3333333333333333	1.0
Random-edge	0	B	C1=NC2=C(N1)C(=O)NC(=N2)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	F	C1=NC2=C(N1)C(=O)NC(=N2)N	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	T_P	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	6457	1	4150	0.0	0.0	0.0	0.0002409638554216	0.0
Random-edge	0	T_L	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	6457	1	4284	0.0	0.0	0.0	0.0002334267040149	0.0
Random-edge	0	Dstar	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	6457	1	111	0.0	0.0	0.0	0.009009009009009	0.0
Random-edge	0	B	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	6457	1	97	0.0	0.0	0.0	0.0103092783505154	0.0
Random-edge	0	F	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	6457	1	98	0.0	0.0	0.0	0.010204081632653	0.0
Random-edge	0	T_P	C1C(C(C(C(O1)O)OP(=O)(O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)COP(=O)(O)O)O)O)O)O)O)O	6457	1	6002	0.0	0.0	0.0	0.0001666111296234	0.0
Random-edge	0	T_L	C1C(C(C(C(O1)O)OP(=O)(O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)COP(=O)(O)O)O)O)O)O)O)O	6457	1	6027	0.0	0.0	0.0	0.0001659200265472	0.0
Random-edge	0	Dstar	C1C(C(C(C(O1)O)OP(=O)(O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)COP(=O)(O)O)O)O)O)O)O)O	6457	1	799	0.0	0.0	0.0	0.0012515644555694	0.0
Random-edge	0	B	C1C(C(C(C(O1)O)OP(=O)(O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)COP(=O)(O)O)O)O)O)O)O)O	6457	1	806	0.0	0.0	0.0	0.0012406947890818	0.0
Random-edge	0	F	C1C(C(C(C(O1)O)OP(=O)(O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)COP(=O)(O)O)O)O)O)O)O)O	6457	1	806	0.0	0.0	0.0	0.0012406947890818	0.0
Random-edge	0	T_P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6457	1	4582	0.0	0.0	0.0	0.0002182453077258	0.0
Random-edge	0	T_L	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	Dstar	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6457	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	F	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6457	1	2	0.0	1.0	1.0	0.5	1.0
Random-edge	0	T_P	C1CCC(C1)CNC(=O)N2CCCC2	6457	1	5901	0.0	0.0	0.0	0.0001694628029147	0.0
Random-edge	0	T_L	C1CCC(C1)CNC(=O)N2CCCC2	6457	1	18	0.0	0.0	1.0	0.0555555555555555	1.0
Random-edge	0	Dstar	C1CCC(C1)CNC(=O)N2CCCC2	6457	1	1446	0.0	0.0	0.0	0.0006915629322268	0.0
Random-edge	0	B	C1CCC(C1)CNC(=O)N2CCCC2	6457	1	107	0.0	0.0	0.0	0.0093457943925233	0.0
Random-edge	0	F	C1CCC(C1)CNC(=O)N2CCCC2	6457	1	108	0.0	0.0	0.0	0.0092592592592592	0.0
Random-edge	0	T_P	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	6456	1	15	0.0	0.0	1.0	0.0666666666666666	1.0
Random-edge	0	T_L	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	6456	1	5568	0.0	0.0	0.0	0.0001795977011494	0.0
Random-edge	0	Dstar	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	6456	1	1	1.0	1.0	1.0	1.0	1.0
Random-edge	0	B	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	6456	1	15	0.0	0.0	1.0	0.0666666666666666	1.0
Random-edge	0	F	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	6456	1	24	0.0	0.0	1.0	0.0416666666666666	1.0
Random-edge	0	T_P	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6455	1	2253	0.0	0.0	0.0	0.0004438526409232	0.0
Random-edge	0	T_L	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O	6455	1	2250	0.0	0.0	0.0	0.0004444444444444	0.0
