split	fold	query_id	ligand_group	split_unit	B	C	Dstar	F	support	support_type	support_bin
TF-50	4	C1=CC(=CC(=C1)O)O	C1=CC(=CC(=C1)O)O	responder_cluster_50_01502	163.0	3871.0	147.0	160.0		sequence_idcov	unanchored
TF-50	4	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N	responder_cluster_50_00057	24.0	1371.0	143.0	25.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	responder_cluster_50_00528	891.0	1151.0	984.0	889.0		sequence_idcov	unanchored
TF-50	4	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O	responder_cluster_50_00528	1559.0	5659.0	1660.0	1557.0		sequence_idcov	unanchored
TF-50	4	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O	responder_cluster_50_00528	1753.0	5659.0	1854.0	1753.0		sequence_idcov	unanchored
TF-50	4	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	responder_cluster_50_01593	9.0	4240.0	56.0	9.0	0.2523668122270742	sequence_idcov	[0.2,0.4)
TF-50	4	C1=CC(=CC=C1CC(=O)O)O	C1=CC(=CC=C1CC(=O)O)O	responder_cluster_50_00646	104.0	1391.0	182.0	103.0		sequence_idcov	unanchored
TF-50	4	C1=CC(=O)NC=C1C(=O)CCC(=O)[O-]	C1=CC(=O)NC=C1C(=O)CCC(=O)[O-]	responder_cluster_50_00038	184.0	439.0	289.0	184.0		sequence_idcov	unanchored
TF-50	4	C1=CC=C(C=C1)C(=O)[O-]	C1=CC=C(C=C1)C(=O)[O-]	responder_cluster_50_01834	4982.0	5175.0	242.0	4938.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	responder_cluster_50_00528	1954.0	1504.0	2067.0	1954.0		sequence_idcov	unanchored
TF-50	4	C1=CC=C2C(=C1)C(=CN2)[C@@H]([C@@H](COP(=O)(O)O)O)O	C1=CC=C2C(=C1)C(=CN2)[C@@H]([C@@H](COP(=O)(O)O)O)O	responder_cluster_50_00701	307.0	1516.0	472.0	307.0		sequence_idcov	unanchored
TF-50	4	C1=CNC(=O)NC1=O	C1=CNC(=O)NC1=O	responder_cluster_50_00134	1093.0	5984.0	1203.0	1093.0		sequence_idcov	unanchored
TF-50	4	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	responder_cluster_50_00490	4975.0	5170.0	316.0	4929.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O	C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O	responder_cluster_50_00528	2186.0	5659.0	2284.0	2186.0		sequence_idcov	unanchored
TF-50	4	C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3	C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3	responder_cluster_50_00528	4541.0	3698.0	4567.0	4541.0		sequence_idcov	unanchored
TF-50	4	C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	responder_cluster_50_00136	1567.0	1727.0	1131.0	1560.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C1CC(=O)N(C1C(=O)O)CC(C(C(C(CO)O)O)O)O	C1CC(=O)N(C1C(=O)O)CC(C(C(C(CO)O)O)O)O	responder_cluster_50_01022	1073.0	2332.0	1211.0	1073.0		sequence_idcov	unanchored
TF-50	4	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_01445	3696.0	3635.0	5045.0	3709.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	responder_cluster_50_00528	568.0	1151.0	696.0	568.0		sequence_idcov	unanchored
TF-50	4	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O	responder_cluster_50_00014;responder_cluster_50_00706	14.0	410.0	386.0	9.0	0.361640506329114	sequence_idcov	[0.2,0.4)
TF-50	4	C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O	C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O	responder_cluster_50_00014	322.0	414.0	291.0	322.0		sequence_idcov	unanchored
TF-50	4	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O	responder_cluster_50_00432	3777.0	3958.0	517.0	3745.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CC(C)(C1=CC=CC=C1)OO	CC(C)(C1=CC=CC=C1)OO	responder_cluster_50_02043	61.0	6258.0	100.0	52.0		sequence_idcov	unanchored
TF-50	4	CC(C)C[C@@H](C(=O)O)N	CC(C)C[C@@H](C(=O)O)N	responder_cluster_50_00638;responder_cluster_50_01159	25.0	1367.0	6.0	4.0		sequence_idcov	unanchored
TF-50	4	CC(C)C[C@H](C(=O)O)N	CC(C)C[C@H](C(=O)O)N	responder_cluster_50_00638	41.0	1367.0	26.0	18.0		sequence_idcov	unanchored
TF-50	4	CC(C)[C@@H](C(=O)O)N	CC(C)[C@@H](C(=O)O)N	responder_cluster_50_00638	10.0	1365.0	16.0	10.0	0.2913291925465838	sequence_idcov	[0.2,0.4)
TF-50	4	CC(CC(=O)[O-])O	CC(CC(=O)[O-])O	responder_cluster_50_00397	218.0	902.0	280.0	217.0		sequence_idcov	unanchored
TF-50	4	CC(CO)C(=O)[O-]	CC(CO)C(=O)[O-]	responder_cluster_50_00397	88.0	902.0	113.0	78.0		sequence_idcov	unanchored
TF-50	4	CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C	CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C	responder_cluster_50_01791	1.0	5016.0	3.0	1.0		sequence_idcov	unanchored
TF-50	4	CC1=C(C(=CC=C1)O)O	CC1=C(C(=CC=C1)O)O	responder_cluster_50_01710	4.0	4651.0	24.0	1.0	0.3776754385964912	sequence_idcov	[0.2,0.4)
TF-50	4	CC1=C(C=CC(=C1)O)O	CC1=C(C=CC(=C1)O)O	responder_cluster_50_00211	1174.0	639.0	1285.0	1174.0		sequence_idcov	unanchored
TF-50	4	CC1=C2C(=CC3=C(C2=O)C(=CC=C3)O)CC(O1)CC(=O)O	CC1=C2C(=CC3=C(C2=O)C(=CC=C3)O)CC(O1)CC(=O)O	responder_cluster_50_01727	54.0	4735.0	136.0	52.0		sequence_idcov	unanchored
TF-50	4	CC1=C2C(=CC3=C(C2=O)C(=CC=C3)O)C[C@H](O1)CC(=O)O	CC1=C2C(=CC3=C(C2=O)C(=CC=C3)O)C[C@H](O1)CC(=O)O	responder_cluster_50_01727	15.0	4735.0	75.0	11.0		sequence_idcov	unanchored
TF-50	4	CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O	CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O	responder_cluster_50_01727	15.0	4735.0	60.0	12.0		sequence_idcov	unanchored
TF-50	4	CC=O	CC=O	responder_cluster_50_01175	77.0	2762.0	66.0	72.0		sequence_idcov	unanchored
TF-50	4	CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)/C(=C\C)/NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C	CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)/C(=C\C)/NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C	responder_cluster_50_00327	177.0	797.0	222.0	173.0		sequence_idcov	unanchored
TF-50	4	CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=C(C=C6)N(C)C)C	CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=C(C=C6)N(C)C)C	responder_cluster_50_01744	4.0	4805.0	14.0	3.0		sequence_idcov	unanchored
TF-50	4	CCCC1=CC=CC=C1O	CCCC1=CC=CC=C1O	responder_cluster_50_01710	31.0	4652.0	70.0	17.0		sequence_idcov	unanchored
TF-50	4	CCCCC1=CN=C(C=C1)C(=O)O	CCCCC1=CN=C(C=C1)C(=O)O	responder_cluster_50_01114	2390.0	2582.0	1298.0	2381.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00349	827.0	826.0	194.0	775.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00349	258.0	829.0	290.0	256.0		sequence_idcov	unanchored
TF-50	4	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00349;responder_cluster_50_01606	827.0	826.0	10.0	777.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	responder_cluster_50_00349	656.0	828.0	258.0	605.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CCN1C(=O)C=CC1=O	CCN1C(=O)C=CC1=O	responder_cluster_50_00572	2.0	2188.0	2.0	2.0	0.4168040201005025	sequence_idcov	[0.4,0.5)
TF-50	4	CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-]	CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-]	responder_cluster_50_00057	31.0	1371.0	64.0	27.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CC[C@H](C)[C@H]([NH3+])C([O-])=O	CC[C@H](C)[C@H]([NH3+])C([O-])=O	responder_cluster_50_00638	60.0	1367.0	102.0	56.0		sequence_idcov	unanchored
TF-50	4	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	responder_cluster_50_00057	1233.0	1367.0	173.0	1180.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]	responder_cluster_50_00057	34.0	1371.0	179.0	28.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	CN1CCC[C@@H]1C2=CNC(=O)C=C2	CN1CCC[C@@H]1C2=CNC(=O)C=C2	responder_cluster_50_00208	35.0	635.0	95.0	34.0		sequence_idcov	unanchored
TF-50	4	CN1CCC[C@H]1C2=CNC(=O)C=C2	CN1CCC[C@H]1C2=CNC(=O)C=C2	responder_cluster_50_00208	35.0	635.0	94.0	34.0		sequence_idcov	unanchored
TF-50	4	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N	responder_cluster_50_00327	927.0	797.0	1018.0	926.0		sequence_idcov	unanchored
TF-50	4	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	responder_cluster_50_00528	2201.0	5659.0	2327.0	2201.0		sequence_idcov	unanchored
TF-50	4	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC=C(C=C2)O	responder_cluster_50_00528	1237.0	5659.0	1376.0	1237.0		sequence_idcov	unanchored
TF-50	4	C[C@@H](C(=O)O)N	C[C@@H](C(=O)O)N	responder_cluster_50_01159	1.0	2725.0	8.0	1.0	0.2412528735632184	sequence_idcov	[0.2,0.4)
TF-50	4	C[C@@H]1C(=O)C2=CC3=C(C([C@]24[C@@]([C@]1(C(=O)O4)O)(CCC(C)C)O)O)C(=CC=C3)O	C[C@@H]1C(=O)C2=CC3=C(C([C@]24[C@@]([C@]1(C(=O)O4)O)(CCC(C)C)O)O)C(=CC=C3)O	responder_cluster_50_00681	207.0	1477.0	315.0	207.0		sequence_idcov	unanchored
TF-50	4	C[C@@H]1C(=O)OC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O)(C)C	C[C@@H]1C(=O)OC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O)(C)C	responder_cluster_50_01791	6.0	5016.0	30.0	5.0		sequence_idcov	unanchored
TF-50	4	C[C@@H]1C2=C(C[C@H](O1)CC(=O)O)C(=O)C3=C(C2=O)C(=O)C(=CC3=O)C4=CC(=C5C(=C4O)C(=C6[C@H](O[C@@H](CC6=C5O)CC(=O)O)C)O)O	C[C@@H]1C2=C(C[C@H](O1)CC(=O)O)C(=O)C3=C(C2=O)C(=O)C(=CC3=O)C4=CC(=C5C(=C4O)C(=C6[C@H](O[C@@H](CC6=C5O)CC(=O)O)C)O)O	responder_cluster_50_01727	4545.0	4734.0	15.0	4491.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	responder_cluster_50_00545	75.0	5669.0	162.0	61.0	0.1284285714285714	sequence_idcov	[0.0,0.2)
TF-50	4	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O	responder_cluster_50_01639	4196.0	4394.0	54.0	4138.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O	responder_cluster_50_01639	34.0	4395.0	69.0	30.0		sequence_idcov	unanchored
TF-50	4	C[C@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O	C[C@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O	responder_cluster_50_01791	2.0	5016.0	14.0	2.0		sequence_idcov	unanchored
TF-50	4	C[N+](C)(C)C[C@@H](CC(=O)[O-])O	C[N+](C)(C)C[C@@H](CC(=O)[O-])O	responder_cluster_50_01167	2182.0	2746.0	2316.0	2182.0		sequence_idcov	unanchored
TF-50	4	N[C@@H](Cc1ccc(O)cc1)C(O)=O	N[C@@H](Cc1ccc(O)cc1)C(O)=O	responder_cluster_50_00993	128.0	2252.0	159.0	125.0		sequence_idcov	unanchored
TF-50	4	Nc1ccccc1C(=O)C[C@H]([NH3+])C([O-])=O	Nc1ccccc1C(=O)C[C@H]([NH3+])C([O-])=O	responder_cluster_50_01275	16.0	3078.0	32.0	11.0		sequence_idcov	unanchored
TF-50	4	OO	OO	responder_cluster_50_00053;responder_cluster_50_02043	25.0	453.0	182.0	25.0	0.3546818181818181	sequence_idcov	[0.2,0.4)
TF-50	4	[NH3+][C@@H](Cc1ccccc1)C([O-])=O	[NH3+][C@@H](Cc1ccccc1)C([O-])=O	responder_cluster_50_00063	28.0	465.0	299.0	28.0	0.4531252408477841	sequence_idcov	[0.4,0.5)
TF-50	4	[O-]C(=O)CS([O-])(=O)=O	[O-]C(=O)CS([O-])(=O)=O	responder_cluster_50_01280	345.0	3090.0	402.0	345.0		sequence_idcov	unanchored
TF-50	4	[O-]Cl.[Na+]	[O-]Cl.[Na+]	responder_cluster_50_00572	738.0	2189.0	743.0	738.0		sequence_idcov	unanchored
TF-50	4	c1cc2cc3cccc(N)c3nc2c(N)c1	c1cc2cc3cccc(N)c3nc2c(N)c1	responder_cluster_50_00057	132.0	1373.0	155.0	128.0		sequence_idcov	unanchored
TF-50	4	ion:Cu_unspecified	ion:Cu_unspecified	responder_cluster_50_01366	3258.0	3199.0	4248.0	3266.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	ion:Fe2+	ion:Fe2+	responder_cluster_50_00545	5637.0	5611.0	1980.0	5643.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	ion:Fe_unspecified	ion:Fe_unspecified	responder_cluster_50_00545	5635.0	5614.0	5896.0	5646.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	ion:Zn2+	ion:Zn2+	responder_cluster_50_00071;responder_cluster_50_00478	1258.0	1162.0	708.0	1234.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	ion:Zn_unspecified	ion:Zn_unspecified	responder_cluster_50_00144;responder_cluster_50_00478	1253.0	1158.0	208.0	1206.0	0.0	sequence_idcov	[0.0,0.2)
TF-50	4	ion:molybdate_or_molybdenum_unspecified	ion:molybdate_or_molybdenum_unspecified	responder_cluster_50_00735;responder_cluster_50_01814	13.0	1253.0	470.0	17.0	0.3239777777777777	sequence_idcov	[0.2,0.4)
Ligand-Morgan-0.5	0	C(=C/C(=O)O)\C(=O)O	C(=C/C(=O)O)\C(=O)O	cluster_00001	78.0	8.0	42.0	18.0	0.2857142857142857	morgan_tanimoto	[0.2,0.4)
Ligand-Morgan-0.5	0	C(=CC(=O)O)C(=CC(=O)O)C(=O)O	C(=CC(=O)O)C(=CC(=O)O)C(=O)O	cluster_00001	30.0	110.0	88.0	35.0	0.0952380952380952	morgan_tanimoto	[0.0,0.2)
Ligand-Morgan-0.5	0	C(=O)(O)[O-].[Na+]	C(=O)(O)[O-].[Na+]	cluster_00004	44.0	3490.0	38.0	47.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(=O)C(=O)O	C(=O)C(=O)O	cluster_00001	1098.0	889.0	1168.0	1101.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(=O)C(=O)[O-]	C(=O)C(=O)[O-]	cluster_00005	204.0	1059.0	238.0	210.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(=[N-])=O	C(=[N-])=O	cluster_00007	21.0	2243.0	33.0	21.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	cluster_00010	314.0	3181.0	394.0	315.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C(C(=O)O)N)C(=O)N	C(C(C(=O)O)N)C(=O)N	cluster_00010	390.0	3685.0	469.0	392.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C(C(C(C(=O)C(=O)O)O)O)O)O	C(C(C(C(C(=O)C(=O)O)O)O)O)O	cluster_00010	3661.0	2420.0	3732.0	3662.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O	cluster_00010	2106.0	4745.0	2200.0	2111.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C(C(CO)O)O)C(=O)C(=O)O	C(C(C(CO)O)O)C(=O)C(=O)O	cluster_00015	441.0	1004.0	501.0	442.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O	cluster_00020	3810.0	4745.0	3861.0	3810.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(CC(=O)N)[C@@H](C(=O)O)N	C(CC(=O)N)[C@@H](C(=O)O)N	cluster_00010	2829.0	5717.0	2946.0	2829.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(CC(=O)O)C(C(=O)O)NCC(C(C(C(CO)O)O)O)O	C(CC(=O)O)C(C(=O)O)NCC(C(C(C(CO)O)O)O)O	cluster_00021	4.0	4.0	18.0	5.0	0.28	morgan_tanimoto	[0.2,0.4)
Ligand-Morgan-0.5	0	C(CC(=O)O)CN=C(N)N	C(CC(=O)O)CN=C(N)N	cluster_00010	1922.0	1271.0	2025.0	1924.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(CC(=O)[O-])C(=O)C(=O)[O-]	C(CC(=O)[O-])C(=O)C(=O)[O-]	cluster_00023	843.0	4790.0	924.0	844.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(CCN)C[C@@H](C(=O)O)N	C(CCN)C[C@@H](C(=O)O)N	cluster_00010	25.0	10.0	619.0	29.0	0.2972972972972973	morgan_tanimoto	[0.2,0.4)
Ligand-Morgan-0.5	0	C(CS)C(C(=O)O)N	C(CS)C(C(=O)O)N	cluster_00010	3054.0	2158.0	3171.0	3054.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(CS)[C@@H](C(=O)O)N	C(CS)[C@@H](C(=O)O)N	cluster_00010	49.0	753.0	55.0	52.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C(C[C@@H](C(=O)O)N)CN=C(N)N	C(C[C@@H](C(=O)O)N)CN=C(N)N	cluster_00010	12.0	7.0	351.0	16.0	0.2682926829268293	morgan_tanimoto	[0.2,0.4)
Ligand-Morgan-0.5	0	C(C[C@@H](C(=O)O)N[C@H](CCC(=O)O)C(=O)O)CN=C(N)N	C(C[C@@H](C(=O)O)N[C@H](CCC(=O)O)C(=O)O)CN=C(N)N	cluster_00010	2970.0	1725.0	3060.0	2972.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C([C@@H](C(=O)O)N)S	C([C@@H](C(=O)O)N)S	cluster_00010	1980.0	111.0	834.0	1955.0	0.1212121212121212	morgan_tanimoto	[0.0,0.2)
Ligand-Morgan-0.5	0	C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O	C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O	cluster_00010	1306.0	2032.0	1422.0	1306.0		morgan_tanimoto	unanchored
Ligand-Morgan-0.5	0	C([C@H](C(=O)O)N)O	C([C@H](C(=O)O)N)O	cluster_00010	1686.0	5062.0	1790.0	1686.0		morgan_tanimoto	unanchored
